,timestamp,Unnamed: 0,symbol,side,size,price
0,2019-03-01 00:01:00,138497,ETHUSD,Sell,800,132.2
1,2019-03-01 00:01:00,138498,ETHUSD,Sell,138,132.2
2,2019-03-01 00:01:00,138497,ETHUSD,Buy,150,125.15
3,2019-03-01 00:01:00,138498,ETHUSD,Buy,350,125.15
4,2019-03-01 00:01:00,138497,ETHUSD,Buy,4000,134.35
5,2019-03-01 00:01:00,138498,ETHUSD,Buy,2054,134.35
6,2019-03-01 00:01:00,138497,ETHUSD,Buy,100,136.9
7,2019-03-01 00:01:00,138498,ETHUSD,Buy,2,136.9
8,2019-03-01 00:01:00,138497,ETHUSD,Buy,60,137.05
9,2019-03-01 00:01:00,138498,ETHUSD,Buy,750,137.05
10,2019-03-01 00:01:00,138497,ETHUSD,Sell,800,136.45
11,2019-03-01 00:01:00,138498,ETHUSD,Sell,2000,136.45
12,2019-03-01 00:02:00,103638,ETHUSD,Buy,50,132.2
13,2019-03-01 00:02:00,138976,ETHUSD,Sell,2,132.0
14,2019-03-01 00:02:00,138977,ETHUSD,Buy,778,132.05
15,2019-03-01 00:02:00,138978,ETHUSD,Buy,340,132.05
16,2019-03-01 00:02:00,103638,ETHUSD,Sell,10000,129.4
17,2019-03-01 00:02:00,103638,ETHUSD,Sell,13,123.9
18,2019-03-01 00:02:00,138976,ETHUSD,Sell,3000,125.0
19,2019-03-01 00:02:00,138977,ETHUSD,Sell,1500,125.0
20,2019-03-01 00:02:00,138978,ETHUSD,Sell,200,125.0
21,2019-03-01 00:02:00,103638,ETHUSD,Sell,1000,131.25
22,2019-03-01 00:02:00,138976,ETHUSD,Sell,2602,134.4
23,2019-03-01 00:02:00,138977,ETHUSD,Sell,3883,134.4
24,2019-03-01 00:02:00,138978,ETHUSD,Buy,12995,134.45
25,2019-03-01 00:02:00,103638,ETHUSD,Sell,1190,136.85
26,2019-03-01 00:02:00,138976,ETHUSD,Buy,5000,137.05
27,2019-03-01 00:02:00,138977,ETHUSD,Buy,8000,137.05
28,2019-03-01 00:02:00,138978,ETHUSD,Buy,400,137.05
29,2019-03-01 00:02:00,103638,ETHUSD,Buy,20,137.2
30,2019-03-01 00:02:00,138976,ETHUSD,Sell,3665,136.9
31,2019-03-01 00:02:00,138977,ETHUSD,Buy,1,136.95
32,2019-03-01 00:02:00,138978,ETHUSD,Buy,1,136.95
33,2019-03-01 00:02:00,103638,ETHUSD,Sell,17517,136.55
34,2019-03-01 00:02:00,103638,ETHUSD,Sell,100,135.7
35,2019-03-01 00:02:00,138976,ETHUSD,Sell,1,136.25
36,2019-03-01 00:02:00,138977,ETHUSD,Sell,57,136.25
37,2019-03-01 00:02:00,138978,ETHUSD,Sell,1,136.25
38,2019-03-01 00:06:00,139126,ETHUSD,Sell,2,132.05
39,2019-03-01 00:06:00,139126,ETHUSD,Sell,18000,124.95
40,2019-03-01 00:06:00,139126,ETHUSD,Buy,1000,134.7
41,2019-03-01 00:06:00,139126,ETHUSD,Buy,145,137.1
42,2019-03-01 00:06:00,139126,ETHUSD,Buy,2,137.0
43,2019-03-01 00:06:00,139126,ETHUSD,Buy,35,136.25
44,2019-03-01 00:07:00,16951,ETHUSD,Buy,1000,134.9
45,2019-03-01 00:07:00,16951,ETHUSD,Sell,116,135.1
46,2019-03-01 00:07:00,139332,ETHUSD,Buy,502,132.15
47,2019-03-01 00:07:00,16951,ETHUSD,Buy,97,134.15
48,2019-03-01 00:07:00,139332,ETHUSD,Sell,34600,124.85
49,2019-03-01 00:07:00,139332,ETHUSD,Sell,15000,134.85
50,2019-03-01 00:07:00,139332,ETHUSD,Buy,100,137.3
51,2019-03-01 00:07:00,139332,ETHUSD,Buy,2,137.0
52,2019-03-01 00:07:00,139332,ETHUSD,Sell,320,136.1
53,2019-03-01 00:08:00,139541,ETHUSD,Sell,88,132.0
54,2019-03-01 00:08:00,139541,ETHUSD,Buy,1,124.85
55,2019-03-01 00:08:00,139541,ETHUSD,Sell,110000,134.65
56,2019-03-01 00:08:00,139541,ETHUSD,Buy,5000,137.5
57,2019-03-01 00:08:00,139541,ETHUSD,Buy,1,136.9
58,2019-03-01 00:08:00,139541,ETHUSD,Buy,128,136.0
59,2019-03-01 00:12:00,139830,ETHUSD,Sell,25,132.1
60,2019-03-01 00:12:00,139830,ETHUSD,Buy,18900,125.1
61,2019-03-01 00:12:00,139830,ETHUSD,Buy,3000,135.1
62,2019-03-01 00:12:00,139830,ETHUSD,Sell,220,137.55
63,2019-03-01 00:12:00,139830,ETHUSD,Buy,2,136.95
64,2019-03-01 00:12:00,139830,ETHUSD,Sell,6500,135.8
65,2019-03-01 00:14:00,17327,ETHUSD,Sell,2635,135.1
66,2019-03-01 00:14:00,17328,ETHUSD,Sell,13913,135.1
67,2019-03-01 00:14:00,17329,ETHUSD,Sell,2000,135.1
68,2019-03-01 00:14:00,17330,ETHUSD,Sell,88,135.1
69,2019-03-01 00:14:00,17331,ETHUSD,Sell,100,135.1
70,2019-03-01 00:14:00,17332,ETHUSD,Sell,88,135.1
71,2019-03-01 00:14:00,17333,ETHUSD,Sell,88,135.1
72,2019-03-01 00:14:00,17334,ETHUSD,Sell,88,135.1
73,2019-03-01 00:14:00,17335,ETHUSD,Sell,88,135.1
74,2019-03-01 00:14:00,17336,ETHUSD,Sell,100,135.1
75,2019-03-01 00:14:00,17337,ETHUSD,Sell,815,135.1
76,2019-03-01 00:14:00,17338,ETHUSD,Sell,100,135.1
77,2019-03-01 00:14:00,17339,ETHUSD,Sell,88,135.1
78,2019-03-01 00:14:00,17340,ETHUSD,Sell,100,135.1
79,2019-03-01 00:14:00,17341,ETHUSD,Sell,815,135.1
80,2019-03-01 00:14:00,17342,ETHUSD,Sell,100,135.1
81,2019-03-01 00:14:00,17343,ETHUSD,Sell,100,135.1
82,2019-03-01 00:14:00,17344,ETHUSD,Sell,200,135.1
83,2019-03-01 00:14:00,17345,ETHUSD,Sell,15625,135.1
84,2019-03-01 00:14:00,17346,ETHUSD,Sell,3600,135.1
85,2019-03-01 00:14:00,17347,ETHUSD,Sell,4320,135.1
86,2019-03-01 00:14:00,17348,ETHUSD,Sell,6000,135.1
87,2019-03-01 00:14:00,17349,ETHUSD,Sell,5000,135.1
88,2019-03-01 00:14:00,17327,ETHUSD,Sell,21,135.25
89,2019-03-01 00:14:00,17328,ETHUSD,Sell,34000,135.25
90,2019-03-01 00:14:00,17329,ETHUSD,Sell,7100,135.25
91,2019-03-01 00:14:00,17330,ETHUSD,Sell,1000,135.25
92,2019-03-01 00:14:00,17331,ETHUSD,Sell,20,135.25
93,2019-03-01 00:14:00,17332,ETHUSD,Sell,4,135.25
94,2019-03-01 00:14:00,17333,ETHUSD,Sell,4,135.25
95,2019-03-01 00:14:00,17334,ETHUSD,Sell,5,135.25
96,2019-03-01 00:14:00,17335,ETHUSD,Sell,55,135.25
97,2019-03-01 00:14:00,17336,ETHUSD,Sell,1000,135.25
98,2019-03-01 00:14:00,17337,ETHUSD,Sell,200,135.2
99,2019-03-01 00:14:00,17338,ETHUSD,Sell,1,135.2
100,2019-03-01 00:14:00,17339,ETHUSD,Sell,1000,135.2
101,2019-03-01 00:14:00,17340,ETHUSD,Sell,1000,135.2
102,2019-03-01 00:14:00,17341,ETHUSD,Sell,320,135.2
103,2019-03-01 00:14:00,17342,ETHUSD,Sell,436,135.2
104,2019-03-01 00:14:00,17343,ETHUSD,Sell,20,135.2
105,2019-03-01 00:14:00,17344,ETHUSD,Sell,36,135.2
106,2019-03-01 00:14:00,17345,ETHUSD,Sell,21,135.2
107,2019-03-01 00:14:00,17346,ETHUSD,Sell,1966,135.2
108,2019-03-01 00:14:00,17347,ETHUSD,Sell,50,135.2
109,2019-03-01 00:14:00,17348,ETHUSD,Buy,9000,135.25
110,2019-03-01 00:14:00,17349,ETHUSD,Sell,800,135.2
111,2019-03-01 00:14:00,17327,ETHUSD,Buy,20,134.5
112,2019-03-01 00:14:00,17328,ETHUSD,Buy,23,134.5
113,2019-03-01 00:14:00,17329,ETHUSD,Buy,7,134.5
114,2019-03-01 00:14:00,17330,ETHUSD,Buy,144,134.5
115,2019-03-01 00:14:00,17331,ETHUSD,Buy,25,134.5
116,2019-03-01 00:14:00,17332,ETHUSD,Buy,260,134.5
117,2019-03-01 00:14:00,17333,ETHUSD,Buy,20,134.5
118,2019-03-01 00:14:00,17334,ETHUSD,Buy,260,134.5
119,2019-03-01 00:14:00,17335,ETHUSD,Buy,91,134.5
120,2019-03-01 00:14:00,17336,ETHUSD,Sell,5000,134.45
121,2019-03-01 00:14:00,17337,ETHUSD,Sell,5000,134.45
122,2019-03-01 00:14:00,17338,ETHUSD,Buy,59,134.5
123,2019-03-01 00:14:00,17339,ETHUSD,Buy,141,134.5
124,2019-03-01 00:14:00,17340,ETHUSD,Buy,119,134.5
125,2019-03-01 00:14:00,17341,ETHUSD,Buy,150,134.5
126,2019-03-01 00:14:00,17342,ETHUSD,Buy,2000,134.5
127,2019-03-01 00:14:00,17343,ETHUSD,Buy,2731,134.5
128,2019-03-01 00:14:00,17344,ETHUSD,Buy,7269,134.5
129,2019-03-01 00:14:00,17345,ETHUSD,Buy,12731,134.5
130,2019-03-01 00:14:00,17346,ETHUSD,Buy,10000,134.5
131,2019-03-01 00:14:00,17347,ETHUSD,Buy,26000,134.5
132,2019-03-01 00:14:00,17348,ETHUSD,Sell,4320,134.45
133,2019-03-01 00:14:00,17349,ETHUSD,Buy,79,134.5
134,2019-03-01 00:18:00,139994,ETHUSD,Buy,1042,132.0
135,2019-03-01 00:18:00,139994,ETHUSD,Sell,2500,125.05
136,2019-03-01 00:18:00,139994,ETHUSD,Buy,47150,135.35
137,2019-03-01 00:18:00,139994,ETHUSD,Sell,1092,137.4
138,2019-03-01 00:18:00,139994,ETHUSD,Buy,1,137.0
139,2019-03-01 00:18:00,139994,ETHUSD,Sell,20707,135.55
140,2019-03-01 00:19:00,17462,ETHUSD,Buy,3000,135.15
141,2019-03-01 00:19:00,17462,ETHUSD,Sell,113,135.2
142,2019-03-01 00:19:00,17462,ETHUSD,Buy,375,134.55
143,2019-03-01 00:21:00,140397,ETHUSD,Buy,8000,132.15
144,2019-03-01 00:21:00,140397,ETHUSD,Buy,40,125.15
145,2019-03-01 00:21:00,140397,ETHUSD,Sell,429,134.7
146,2019-03-01 00:21:00,140397,ETHUSD,Sell,1000,137.35
147,2019-03-01 00:21:00,140397,ETHUSD,Buy,491,137.1
148,2019-03-01 00:21:00,140397,ETHUSD,Buy,119,136.05
149,2019-03-01 00:22:00,140425,ETHUSD,Buy,169,132.2
150,2019-03-01 00:22:00,140425,ETHUSD,Buy,276,125.2
151,2019-03-01 00:22:00,140425,ETHUSD,Sell,5,134.6
152,2019-03-01 00:22:00,140425,ETHUSD,Sell,5172,137.3
153,2019-03-01 00:22:00,140425,ETHUSD,Buy,198,137.15
154,2019-03-01 00:22:00,140425,ETHUSD,Sell,10,136.0
155,2019-03-01 00:25:00,17570,ETHUSD,Buy,1598,135.1
156,2019-03-01 00:25:00,17571,ETHUSD,Buy,3402,135.1
157,2019-03-01 00:25:00,17570,ETHUSD,Sell,3684,135.15
158,2019-03-01 00:25:00,17571,ETHUSD,Sell,91,135.15
159,2019-03-01 00:25:00,17570,ETHUSD,Buy,8,134.65
160,2019-03-01 00:25:00,17571,ETHUSD,Buy,20,134.65
161,2019-03-01 00:25:00,17570,ETHUSD,Sell,1750,136.2
162,2019-03-01 00:25:00,17571,ETHUSD,Sell,5000,136.2
163,2019-03-01 00:26:00,140637,ETHUSD,Sell,2500,132.3
164,2019-03-01 00:26:00,140637,ETHUSD,Sell,609,125.2
165,2019-03-01 00:26:00,140637,ETHUSD,Sell,4,134.65
166,2019-03-01 00:26:00,140637,ETHUSD,Buy,4300,137.4
167,2019-03-01 00:26:00,140637,ETHUSD,Buy,10000,137.05
168,2019-03-01 00:26:00,140637,ETHUSD,Sell,100,135.85
169,2019-03-01 00:29:00,122573,ETHUSD,Sell,80,130.7
170,2019-03-01 00:29:00,140857,ETHUSD,Buy,39,132.35
171,2019-03-01 00:29:00,140858,ETHUSD,Buy,438,132.35
172,2019-03-01 00:29:00,140859,ETHUSD,Buy,9062,132.35
173,2019-03-01 00:29:00,122573,ETHUSD,Buy,1000,124.85
174,2019-03-01 00:29:00,140857,ETHUSD,Buy,40000,125.15
175,2019-03-01 00:29:00,140858,ETHUSD,Buy,810,125.15
176,2019-03-01 00:29:00,140859,ETHUSD,Buy,2930,125.15
177,2019-03-01 00:29:00,122573,ETHUSD,Buy,3131,133.95
178,2019-03-01 00:29:00,140857,ETHUSD,Buy,500,135.0
179,2019-03-01 00:29:00,140858,ETHUSD,Buy,3000,135.0
